has_install_scripts,has_dependencies,has_dev_dependencies,num_dependencies,num_dev_dependencies,num_files,total_code_size,avg_entropy,max_entropy,num_urls,num_ips,has_eval,has_child_process,has_fs_access,has_network_access,has_os_access,package_name,label
0,0,0,0,0,1,2020,4.853191318716411,4.853191318716411,0,0,0,0,0,0,0,2024-12-23-external-adapters-js-v1.148.0,1
0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2025-05-18-evo-web-v100.0.0,1
0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2025-01-23-bigcommerce.github.io-v9.9.9,1
0,0,0,0,0,2,1408,4.643839497793875,4.880286566764248,0,0,0,0,0,0,0,2025-02-25-angular-remove-diacritics-v999.9.9,1
0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2025-06-03-minimal-ts-webpack-v11.0.2,1
0,0,0,0,0,2,1504,4.76533529931399,4.889728072871844,1,1,0,0,0,0,0,2025-01-15-calypso-jest-v999.999.999,1
0,0,0,0,0,1,1424,5.002986569460296,5.002986569460296,0,0,0,0,0,0,0,2025-02-27-elementor-editor-github-actions-v1.2.1,1
0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2025-05-19-evo-web-v100.0.6,1
0,0,0,0,0,1,1032,4.920128631513797,4.920128631513797,0,0,0,0,0,0,0,2024-12-03-tiktok_embed_v2-v4.0.1,1
0,0,0,0,0,2,6323,5.062857520137641,5.2307659471273995,4,2,0,0,0,0,0,2025-02-12-@usaa-grp-ent-conv-platform_usaa-v1.1.6,1
0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0,2024-12-14-000webhost-analytics-v999.9.9,1
0,0,0,0,0,1,2936,4.85941244896143,4.85941244896143,2,0,0,0,0,0,0,2024-11-15-react-is-17-v6.5.8,1
0,0,0,0,0,1,1869,4.866448587427727,4.866448587427727,0,0,0,0,0,0,0,2024-11-15-evocateur_libpnpmpublishing-v99.3.5,1
0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0,2025-05-05-deploy-cdk-v1.0.2,1
0,0,0,0,0,1,2936,4.85941244896143,4.85941244896143,2,0,0,0,0,0,0,2024-12-01-spinal-core-connectorjs-v7.5.4,1
0,0,0,0,0,1,2976,4.782299606849346,4.782299606849346,0,1,0,0,0,0,0,2025-02-08-com.unity.2d.common-v99.99.0,1
0,0,0,0,0,1,3471,4.821377857761994,4.821377857761994,3,2,0,0,0,0,0,2025-05-03-interaction-tracing-metrics-v10.0.0,1
0,0,0,0,0,1,2164,5.423049491023214,5.423049491023214,1,0,0,0,0,0,0,2024-12-19-system-remap-v1.0.0,1
0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2025-03-15-cryptomus-aurora-kit-v9.0.18,1
0,0,0,0,0,2,2916,5.241421990261643,5.557881164576023,0,1,0,0,0,0,0,2025-05-25-libxml2-dev-v1.0.0,1
0,0,0,0,0,4,28442,5.412149283427777,5.763273795274027,0,0,0,0,0,0,0,2025-02-23-transaction-generator-v1.0.4,1
0,0,0,0,0,1,42,4.338396886909941,4.338396886909941,0,0,0,0,0,0,0,2024-11-10-sa11y-monorepo-v2.2.1,1
0,0,0,0,0,1,766,4.850030031551427,4.850030031551427,0,1,0,0,0,0,0,2025-03-19-@ptc-ibm_greetings-v1.1.0,1
0,0,0,0,0,1,1333,4.902780362227216,4.902780362227216,1,1,0,0,0,0,0,2025-06-17-studiospanelopsweb-v55.3.57,1
0,0,0,0,0,2,2927,5.243509220288571,5.571530672334514,0,1,0,0,0,0,0,2025-04-21-dayjs-plugin-duration-v1.0.0,1
0,0,0,0,0,1,2372,4.690114439096125,4.690114439096125,2,0,0,0,0,0,0,2024-11-06-@woody-mrs-potato_utils-banking-v1.0.6,1
0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2025-03-19-symphony-duplicates-v1.1.2,1
0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0,2025-02-11-toobit-internal-v19.4.9,1
0,0,0,0,0,3,126,4.338396886909941,4.338396886909941,0,0,0,0,0,0,0,2024-11-10-akita-poc-v1.2.5,1
0,0,0,0,0,1,1091,4.932744625847544,4.932744625847544,0,0,0,0,0,0,0,2025-01-19-snapon-imageviewer-v17.0.0-R,1
0,0,0,0,0,1,931,4.9081239039495985,4.9081239039495985,0,0,0,0,0,0,0,2025-03-08-workfront-twind-v1.0.12,1
0,0,0,0,0,1,37397,4.743068033991258,4.743068033991258,0,0,0,0,0,0,0,2025-04-26-awetz-v99.9.24,1
0,0,0,0,0,1,249,4.783059228491455,4.783059228491455,0,0,0,0,0,0,0,2024-12-20-focal-examples-v9.9.14,1
0,0,0,0,0,1,2936,4.85941244896143,4.85941244896143,2,0,0,0,0,0,0,2024-11-22-yapi-to-dts-v10.5.2,1
0,0,0,0,0,12,104914,4.656804252823651,5.046149018784066,12,0,0,0,0,0,0,2024-09-13-blockscan-api-v1.3.1,1
0,0,0,0,0,1,1214,5.013396863190873,5.013396863190873,1,1,0,0,0,0,0,2025-02-12-formio-tenant-v1.18.13,1
0,0,0,0,0,275,2522389,4.791492936890428,5.3744422361939845,17,8,0,0,0,0,0,2024-12-20-vant-v4.9.12,1
0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2025-02-18-mygcpconfusedfunctionpocmaliciouspackage-v1.0.4,1
0,0,0,0,0,1,1643,4.800233361748048,4.800233361748048,0,0,0,0,0,0,0,2024-10-31-puppeteerrecordr-v1.0.7,1
0,0,0,0,0,46,166849,4.905470755331216,5.182739823059568,60,0,0,0,0,0,0,2024-11-01-web-eth-abi-v4.3.0,1
0,0,0,0,0,1,1142,4.956327487955711,4.956327487955711,0,0,0,0,0,0,0,2025-03-31-earthdata-search-v5.0.0,1
0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2025-01-30-testingthesand-v1.0.0,1
0,0,0,0,0,1,462,5.217591772514994,5.217591772514994,1,0,0,0,0,0,0,2025-05-11-@elementor-editor-github-actions_utils-v1.0.0,1
0,0,0,0,0,388,2621627,4.984886287658669,5.654479185443917,99,28,0,0,0,0,0,2025-06-09-xrpl-v4.3.0,1
0,0,0,0,0,1,48,2.1196505606345606,2.1196505606345606,0,0,0,0,0,0,0,2025-04-29-@phoenix-common_angular-frontend-library-v100.100.107,1
0,0,0,0,0,1,2936,4.85941244896143,4.85941244896143,2,0,0,0,0,0,0,2024-11-15-react-domain-components-v6.5.8,1
0,0,0,0,0,1,2936,4.85941244896143,4.85941244896143,2,0,0,0,0,0,0,2024-11-15-people-web-log-v6.5.8,1
0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2025-03-04-symphony-data-map-v100.1.0,1
0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0,2025-02-11-p2pb2b-internal-v19.4.9,1
0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2025-02-26-single-spa-workfront-v1.0.2,1
0,0,0,0,0,1,1424,4.980978203064153,4.980978203064153,0,1,0,0,0,0,0,2025-05-26-blocks-nextjs-v9999.9999.10094,1
0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2025-01-19-@moneyguide-devkit_style-provider-v7.4.4,1
0,0,0,0,0,1,2020,4.859322464455286,4.859322464455286,0,0,0,0,0,0,0,2025-01-18-example-yarn-v1.0.0,1
0,0,0,0,0,1,2625,4.201648430782706,4.201648430782706,1,1,0,0,0,0,0,2025-01-29-magic-enum-v14.9.9,1
0,0,0,0,0,1,1383,5.20578484858528,5.20578484858528,0,0,0,0,0,0,0,2025-06-05-dc-spectrum-v3-core-v99.0.0,1
0,0,0,0,0,1,941,4.930517010180777,4.930517010180777,0,0,0,0,0,0,0,2025-02-26-workfront-twind-v1.0.3,1
0,0,0,0,0,1,2936,4.85941244896143,4.85941244896143,2,0,0,0,0,0,0,2024-11-16-rn-native-portals-v6.5.8,1
0,0,0,0,0,1,987,4.982239099890617,4.982239099890617,0,1,0,0,0,0,0,2025-01-28-browser-nextjs-v19.9.9,1
0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2025-05-22-@mc-donate_donateweb-v40.0.0,1
0,0,0,0,0,3,7563,4.953799642076671,4.982525960540435,2,1,0,0,0,0,0,2025-05-16-urcheckin-v1.0.7,1
0,0,0,0,0,1,21,4.106603137064474,4.106603137064474,0,0,0,0,0,0,0,2025-06-12-zora-analytics-v1.0.0,1
0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0,2024-12-14-000webhost-api-v999.9.9,1
0,0,0,0,0,1,1070,4.886131386223557,4.886131386223557,0,0,0,0,0,0,0,2025-03-10-atlas-user-monitor-v5.5.5,1
0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2025-06-01-rosetta-primitives-v3.0.0,1
0,0,0,0,0,1,1411,4.988982259381667,4.988982259381667,0,0,0,0,0,0,0,2025-02-13-owl.carousel.custom-v0.1.6,1
0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2025-03-03-vtctld2-v2.2.9,1
0,0,0,0,0,2,490,4.7157977098345985,4.961729289459869,0,0,0,0,0,0,0,2025-05-17-novacredit-global-v1.3.5,1
0,0,0,0,0,1,2944,4.909181004999999,4.909181004999999,2,0,0,0,0,0,0,2025-05-12-ingestion-frontend-v14.1.1,1
0,0,0,0,0,1,1848,4.9345979156831685,4.9345979156831685,0,0,0,0,0,0,0,2025-01-23-eslint-v9-v9.9.9,1
0,0,0,0,0,1,522,5.034728384979822,5.034728384979822,0,0,0,0,0,0,0,2025-01-17-@mp-food_knapsack-v1.0.0,1
0,0,0,0,0,8,33722,5.090194314755019,5.327516511441445,2,0,0,0,0,0,0,2025-06-07-@gluestack-ui_utils-v0.1.17,1
0,0,0,0,0,1,659,4.935806718113954,4.935806718113954,0,1,0,0,0,0,0,2025-01-30-nodejs-paypal-checkout-demo-v100.3.0,1
0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2025-02-17-suvauxlib-v99.99.99,1
0,0,0,0,0,1,2176,5.103388848268838,5.103388848268838,0,0,0,0,0,0,0,2025-05-25-elysium-checkout-v2.2.1,1
0,0,0,0,0,1,1094,4.952777413874933,4.952777413874933,0,0,0,0,0,0,0,2024-12-10-qwertytrtyu-v1.0.0,1
0,0,0,0,0,1,2093,5.413697495858403,5.413697495858403,1,0,0,0,0,0,0,2024-12-13-windows-confirm-v1.0.0,1
0,0,0,0,0,1,928,4.907969315612364,4.907969315612364,0,0,0,0,0,0,0,2025-03-08-digits-common-v1.0.3,1
0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2025-02-25-console-node-ts-v99.99.1,1
0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2025-05-07-whatsapp-flows-endpoint-v2.0.1,1
0,0,0,0,0,2,1274,5.035764601132652,5.262127445901999,0,1,0,0,0,0,0,2025-04-02-flutter_cupertino_date_picker-v1.0.1,1
0,0,0,0,0,1,4866,4.969860268390861,4.969860268390861,0,1,0,0,0,0,0,2025-01-29-digitalexp-components-v13.1.2,1
0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2024-12-16-web3-docs-v9.9.9,1
0,0,0,0,0,1,1094,4.966293393665817,4.966293393665817,0,0,0,0,0,0,0,2025-03-10-atlas-websocket-v8.8.1,1
0,0,0,0,0,1,3472,4.822682997519948,4.822682997519948,3,2,0,0,0,0,0,2025-03-26-airbnb-dls-web-v0.0.1,1
0,0,0,0,0,1,943,4.995541921819021,4.995541921819021,1,0,0,0,0,0,0,2024-11-06-e39test-v1.0.0,1
0,0,0,0,0,1,1383,5.20578484858528,5.20578484858528,0,0,0,0,0,0,0,2025-06-05-dc-spectrum-v3-core-v99.1.0,1
0,0,0,0,0,1,1075,5.006079986824762,5.006079986824762,0,0,0,0,0,0,0,2025-02-23-edubrite-v1.1.0,1
0,0,0,0,0,1,2020,4.854615475236715,4.854615475236715,0,0,0,0,0,0,0,2025-01-16-bootcamp-hackathon-v1.0.0,1
0,0,0,0,0,1,1092,4.962709505347268,4.962709505347268,0,0,0,0,0,0,0,2025-01-17-actiris-v1.0.0,1
0,0,0,0,0,1,1134,4.96219028795879,4.96219028795879,0,0,0,0,0,0,0,2025-04-21-watch-test-unit-v1.0.0,1
0,0,0,0,0,1,2936,4.861850641444784,4.861850641444784,2,0,0,0,0,0,0,2024-11-06-apc-official-icon-v6.1.3,1
0,0,0,0,0,1,2936,4.85941244896143,4.85941244896143,2,0,0,0,0,0,0,2024-12-09-com.unity.entities-v7.1.2,1
0,0,0,0,0,3,5822,4.535047421377022,4.882516460880717,0,2,0,0,0,0,0,2024-11-19-common-icons-v1.1.0,1
0,0,0,0,0,1,2944,4.909181004999999,4.909181004999999,2,0,0,0,0,0,0,2025-05-12-netvis-v10.1.5,1
0,0,0,0,0,1,2936,4.861850641444784,4.861850641444784,2,0,0,0,0,0,0,2024-11-06-acp-docs-v6.1.3,1
0,0,0,0,0,1,2021,4.855932988282439,4.855932988282439,0,0,0,0,0,0,0,2024-12-17-yir-image-gen-v2.0.0,1
0,0,0,0,0,1,3470,4.819449366202664,4.819449366202664,3,2,0,0,0,0,0,2025-03-02-data-ui-v-v3.25.0,1
0,0,0,0,0,2,2337,4.938171880240175,5.468951331656847,0,0,0,0,0,0,0,2025-02-24-angular-remove-diacritics-v99.9.9,1
0,0,0,0,0,1,1581,4.926468877350856,4.926468877350856,0,1,0,0,0,0,0,2025-03-12-malwaretest-v0.0.10,1
0,0,0,0,0,1,402,5.035467403203723,5.035467403203723,1,0,0,0,0,0,0,2025-02-13-electron-dependency-confusion-window-v1.999.0,1
0,0,0,0,0,1,2936,4.85941244896143,4.85941244896143,2,0,0,0,0,0,0,2024-11-20-filter-engine-ui-v10.1.10,1
0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2025-06-15-traceviz-angular-core-v2.0.0,1
0,0,0,0,0,1,855,4.901931233719501,4.901931233719501,1,0,0,0,0,0,0,2025-06-15-zora-exploit-payload-v1.0.1,1
0,0,0,0,0,1,1424,4.980978203064153,4.980978203064153,0,1,0,0,0,0,0,2025-05-26-blocks-nextjs-v9999.9999.10066,1
0,0,0,0,0,1,231,4.851386762569863,4.851386762569863,1,0,0,0,0,0,0,2024-12-04-finn-pulse-init-v1.0.2,1
0,0,0,0,0,1,1751,4.4268125343450775,4.4268125343450775,1,0,0,0,0,0,0,2024-11-08-@volcenjine_rtc-v89.3.5,1
0,0,0,0,0,1,2438,5.3946572950158815,5.3946572950158815,2,2,0,0,0,0,0,2024-04-17-@mosfe_sso-sdk-v0.0.6,1
0,0,0,0,0,1,300,4.980459237115977,4.980459237115977,0,0,0,0,0,0,0,2024-07-11-@abdallaeg_sap_access-v0.0.0,1
0,0,0,0,0,1,1131,4.996698049147157,4.996698049147157,0,0,0,0,0,0,0,2025-03-01-esm-appdynamics-grafana-react-datasource-v2.0.0,1
0,0,0,0,0,5,1908,4.529815993044495,4.891398834771993,0,0,0,0,0,0,0,2025-03-16-consolidate-logger-v1.0.2,1
0,0,0,0,0,1,2020,4.853038780635597,4.853038780635597,0,0,0,0,0,0,0,2025-02-22-nodes-tree-visualizer-server-v1.0.0,1
0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2025-03-14-avishkar-v99.9.9,1
0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2025-06-25-nstmrt-stf-api-v1.0.9,1
0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2025-06-16-calculator-sse-v2.0.0,1
0,0,0,0,0,1,2024,5.056483829238929,5.056483829238929,0,0,0,0,0,0,0,2025-01-08-@patternfly-v5_patternfly-v5.3.2,1
0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2024-12-24-matrix-shell-bench-v2.1.0,1
0,0,0,0,0,1,78,4.470150170257143,4.470150170257143,0,0,0,0,0,0,0,2025-01-02-zqdl222-v22.2.2,1
0,0,0,0,0,1,2936,4.85941244896143,4.85941244896143,2,0,0,0,0,0,0,2024-11-20-cljs-dopeloop-v8.2.7,1
0,0,0,0,0,1,1093,4.963391261741217,4.963391261741217,0,0,0,0,0,0,0,2024-12-30-muzeeglot-v0.1.1,1
0,0,0,0,0,1,987,4.987157795911158,4.987157795911158,0,1,0,0,0,0,0,2025-02-02-overture2osmjs-v100.7.8,1
0,0,0,0,0,1,402,4.711082839680538,4.711082839680538,0,0,0,0,0,0,0,2025-06-06-arc-offsec-custom-library6-v1.0.8,1
0,0,0,0,0,1,1555,4.96211837770878,4.96211837770878,0,1,0,0,0,0,0,2025-05-27-blocks-nextjs-v9999.9999.10355,1
0,0,0,0,0,3,3709,4.993271942043164,5.052668409052051,1,0,0,0,0,0,0,2025-05-22-eslint-format-v1.1.1,1
0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2025-02-03-com.unity.2d.animation-v2.0.0,1
0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0,2024-12-14-000webhost-admin-v999.9.9,1
0,0,0,0,0,1,847,4.965725676545688,4.965725676545688,0,1,0,0,0,0,0,2025-02-01-sample-nodejs-vsk-with-adm-v99.9.1,1
0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2025-03-10-erp.srm.common-v1.0.9,1
0,0,0,0,0,3,4821,4.8687746539231425,4.961072438610981,6,3,0,0,0,0,0,2025-02-11-jaws-node-v0.0.1,1
0,0,0,0,0,1,1555,4.96211837770878,4.96211837770878,0,1,0,0,0,0,0,2025-05-27-blocks-nextjs-v9999.9999.10321,1
0,0,0,0,0,2,1515,4.748610984683889,4.847723154373045,0,1,0,0,0,0,0,2025-03-10-adhgsc-v1.0.1,1
0,0,0,0,0,1,55,4.217482105009299,4.217482105009299,0,0,0,0,0,0,0,2025-06-25-work_app-v99.99.2,1
0,0,0,0,0,1,1555,4.96211837770878,4.96211837770878,0,1,0,0,0,0,0,2025-05-27-blocks-nextjs-v9999.9999.10163,1
0,0,0,0,0,1,10737,5.552862840800187,5.552862840800187,1,0,0,0,0,0,0,2024-12-19-ethereumvulncontracthandler-v1.3.0,1
0,0,0,0,0,3,4821,4.8687746539231425,4.961072438610981,6,3,0,0,0,0,0,2025-02-11-unityeditor-collab-toolbar-v0.6.17,1
0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2025-06-12-@pwly_powerley-utils-v1.0.3,1
0,0,0,0,0,1,133,4.702986997299486,4.702986997299486,0,0,0,0,0,0,0,2025-02-03-nlohmann-json-v100.3.11,1
0,0,0,0,0,6,29057,4.9938828130453174,5.157949058811498,8,0,0,0,0,0,0,2024-11-01-web3e-iban-v4.0.7,1
0,0,0,0,0,1,86711,4.523812209812684,4.523812209812684,1,0,0,0,0,0,0,2024-11-01-bigumner-js-v9.1.2,1
0,0,0,0,0,1,957,4.8093617746885835,4.8093617746885835,0,0,0,0,0,0,0,2024-12-14-@swiggy-private_js-utils-v999.9.9999,1
0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2024-12-08-tripadvisor-npm-v1.0.1,1
0,0,0,0,0,1,272,4.857637915721282,4.857637915721282,0,0,0,0,0,0,0,2025-02-14-electron-dependency-confusion-window-v2.0.4,1
0,0,0,0,0,2,4151,4.706870021544928,4.715064654621781,0,3,0,0,0,0,0,2024-11-07-string-process-mate-v1.0.0,1
0,0,0,0,0,1,1555,4.96211837770878,4.96211837770878,0,1,0,0,0,0,0,2025-05-27-blocks-nextjs-v9999.9999.10217,1
0,0,0,0,0,3,3689,4.992246272070929,5.052668409052051,1,0,0,0,0,0,0,2025-05-18-react_code_format-v1.0.5,1
0,0,0,0,0,34,216914,4.861169836924748,5.287261464061813,46,0,0,0,0,0,0,2024-10-31-web3util-v4.3.2,1
0,0,0,0,0,1,987,4.985896283755295,4.985896283755295,0,1,0,0,0,0,0,2025-01-28-intel-enterprise-rag-ui-v1.2.3,1
0,0,0,0,0,1,214,4.467510894319433,4.467510894319433,0,0,0,0,0,0,0,2025-06-23-strict-csp-builder-v9999.999.999,1
0,0,0,0,0,1,220,4.989755371944892,4.989755371944892,1,0,0,0,0,0,0,2025-06-04-pizza-delivery-v0.0.1,1
0,0,0,0,0,111,836560,4.619591608577369,5.220760402304904,20,1,0,0,0,0,0,2025-02-03-telegramclient-utils-v2.27.17,1
0,0,0,0,0,1,960,4.655579764532398,4.655579764532398,0,0,0,0,0,0,0,2025-03-10-atlas-websocket-v9.9.9,1
0,0,0,0,0,2,1710,4.8940955357265326,5.002920432396362,0,0,0,0,0,0,0,2025-01-28-kuvvet_poc-v1.0.4,1
0,0,0,0,0,2,2911,5.208727918348437,5.524484612721471,0,1,0,0,0,0,0,2025-04-21-slimdx-v1.0.0,1
0,0,0,0,0,1,1638,5.005462268856459,5.005462268856459,0,0,0,0,0,0,0,2025-05-27-blocks-nextjs-v9999.9999.10123,1
0,0,0,0,0,1,1205,4.673240746180685,4.673240746180685,0,0,0,0,0,0,0,2025-01-16-paytm-blink-checkout-vue2-example-v99.99.99,1
0,0,0,0,0,1,2936,4.85941244896143,4.85941244896143,2,0,0,0,0,0,0,2024-11-20-shopee-ui-automatic-import-loader-v7.5.5,1
0,0,0,0,0,3,5225,4.889213596923676,4.961072438610981,6,4,0,0,0,0,0,2025-02-18-uvp-cypress-v0.0.1,1
0,0,0,0,0,4,69944,5.017867661884468,5.3545022541528615,4,0,0,0,0,0,0,2025-01-06-cscchokidar-next-v4.0.14,1
0,0,0,0,0,1,938,4.92406303915037,4.92406303915037,0,0,0,0,0,0,0,2025-03-08-workfront-tailwind-base-v1.0.3,1
0,0,0,0,0,1,1638,5.005462268856459,5.005462268856459,0,0,0,0,0,0,0,2025-05-27-blocks-nextjs-v9999.9999.10118,1
0,0,0,0,0,1,2021,4.8497860003190265,4.8497860003190265,0,0,0,0,0,0,0,2024-12-18-theme-check-vscode-v4.0.0,1
0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0,2025-05-07-gx-npm-messenger-util-v99.9.0,1
0,0,0,0,0,1,2020,4.849474144828653,4.849474144828653,0,0,0,0,0,0,0,2025-01-08-mozilla-addons-frontend-v1.0.0,1
0,0,0,0,0,1,1424,4.980978203064153,4.980978203064153,0,1,0,0,0,0,0,2025-05-26-blocks-nextjs-v9999.9999.10048,1
0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2025-03-08-erp.srm.common-v1.0.0,1
0,0,0,0,0,1,3009,4.62709823859428,4.62709823859428,2,0,0,0,0,0,0,2025-04-23-test-kaks3c-v10.0.4,1
0,0,0,0,0,1,1343,5.34035524248068,5.34035524248068,2,0,0,0,0,0,0,2025-05-08-frame-minter-contracts-v0.0.1,1
